댐코드,댐명,측정월,수온,수소이온농도지수(pH),용존산소(DO),생물학적 산소요구량(BOD),화학적 산소요구량(COD),부유물질(SS),총질소(T-N),총인(T-P),인산염인(PO4-P),탁도,전기전도도
4001110,섬진강,2025-05-14,20,7.4,11.2,1.7,2.8,1.2,1.21,0.008,0,3.7,112
2018110,남강,2025-05-14,15,8.4,6.7,1.5,3.1,4,1.959,0.034,0.022,3.2,140
3203110,보령,2025-05-14,13,7.1,11.2,1.6,2.8,2.4,1.897,0.01,,1.8,118
1006110,횡성,2025-05-14,9,7.6,9.7,1.5,1.7,2.9,1.864,0.021,0.013,2.4,100
2015110,합천,2025-05-14,12,7.8,9.2,0.8,2.4,1.8,1.756,0.013,0.006,1.5,118
3008110,대청,2025-05-14,19,7.1,11.2,0.8,2.4,0.6,1.742,0.018,0.003,1.3,157
2002110,임하,2025-05-14,12,7.4,10.1,2.3,4.2,1,2.413,0.028,0.005,2,155
4007110,주암(본),2025-05-14,7,8.2,10.7,1.2,2.6,0.9,0.669,0.01,0.001,3.5,75
2021110,밀양,2025-05-14,16,7,8.9,0.8,1.2,0.4,1.332,0.016,0.001,0.3,50
1003110,충주,2025-05-14,8,8.3,12.1,1.1,2.1,0.6,2.592,0.05,0.004,1.5,235
1012110,소양강,2025-05-14,6,7.2,11.7,1,1.6,0.8,1.897,0.01,0.002,0.9,67
5101110,장흥,2025-05-14,19,7.5,9,1.9,2.7,3.8,0.701,0.019,0.003,4.9,76
3303110,부안,2025-05-14,16,7.2,10,1,3,1.8,1.035,0.007,0,1.1,66
2001110,안동,2025-04-14,7,7.3,10.5,1.7,3,0.5,1.741,0.022,0.004,3.1,120
3001110,용담,2025-04-14,8,7.5,11.6,0.7,2.4,0.4,1.351,0.007,0,0.8,104
5101110,장흥,2025-04-14,16,7.6,11.8,1.9,2.7,3.8,0.572,0.013,0,2.3,114
3008110,대청,2025-04-14,10,7.8,11.8,0.9,2.5,1,1.306,0.009,0.004,1.1,160
3303110,부안,2025-04-14,12,7.1,10.6,1,3.3,2.5,1.08,0.007,0,1.2,64
3203110,보령,2025-04-14,10,7.2,11,1.5,2.5,2.3,1.962,0.013,0,2,118
1003110,충주,2025-04-14,6,8.3,13.3,1.3,2.4,1,2.832,0.048,0.004,2,227
2002110,임하,2025-04-14,6,7.6,10.6,2.4,4.4,1,2.31,0.03,0.009,2,133
1012110,소양강,2025-04-14,6,7.3,12.1,0.9,1.8,0.5,1.797,0.008,0.001,0.6,66
4001110,섬진강,2025-04-14,13,8,11.1,1.7,2.8,0.2,1.691,0.008,0,2.1,112
2015110,합천,2025-04-14,9,7.6,11.2,0.8,2.6,1.6,1.934,0.013,0.006,1,109
4007110,주암(본),2025-04-14,6,6.9,11.9,1,2.6,0.8,0.681,0.01,0.001,1.7,78
1006110,횡성,2025-04-14,8,7.4,10.9,1.7,2.4,2,1.942,0.02,0.01,2.1,104
2021110,밀양,2025-04-14,8,7,10.8,0.8,1.8,1.4,1.375,0.01,0,1.7,57
4007110,주암(본),2025-03-14,5,7.3,11.8,1,2.5,0.7,0.691,0.01,0.002,1.9,79
2002110,임하,2025-03-14,6,7.1,10.5,2.2,4,2,2.213,0.028,0.006,1.2,111
3008110,대청,2025-03-14,7,7.5,12.7,1.1,2.9,0.8,1.236,0.014,0.008,1.1,155
3001110,용담,2025-03-14,5,7.3,11.1,0.7,2.2,0.4,1.385,0.005,0,1.5,106
1006110,횡성,2025-03-14,5,7.5,10.4,1.1,1.3,1.2,1.674,0.015,0.006,1.3,111
1012110,소양강,2025-03-14,6,7.2,10.9,0.8,1.8,0.4,1.743,0.008,0.001,0.6,61
1003110,충주,2025-03-14,6,8.2,13.3,1.4,2.4,1.2,2.832,0.058,0.007,2.1,124
5101110,장흥,2025-03-14,9,7.6,10.3,2,2.6,3.8,0.6,0.024,0.002,1.8,109
2021110,밀양,2025-03-14,5,6.9,11.5,0.9,1.4,1.1,1.174,0.013,0.001,2.6,57
4001110,섬진강,2025-03-14,9,8.4,14.3,1.7,2.8,0.2,0.977,0.004,0,0.7,115
2018110,남강,2025-03-14,7,7.2,11.9,0.9,2.6,2.8,1.311,0.019,0.009,2.1,134
2015110,합천,2025-03-14,5,7.8,11.9,0.9,2.5,1.4,1.775,0.01,0.004,0.8,105
2001110,안동,2025-03-14,5,6.8,11.2,1.6,2.8,0.5,1.688,0.024,0.004,1.7,108
3203110,보령,2025-03-14,5,7.3,12.7,1.5,2.3,2.4,2.036,0.013,0.004,1.4,119
3303110,부안,2025-03-14,7,6.9,11.8,1,3,1,1.326,0.006,0,0.8,66
1003110,충주,2025-02-14,2,8.5,13.7,1.4,2.3,1.2,2.448,0.05,0.007,1.6,124
2001110,안동,2025-02-14,5,7.7,9.3,1.1,2.5,1,1.488,0.019,0.004,1.7,108
4007110,주암(본),2025-02-14,5,7.6,12.3,0.9,2.4,0.8,0.702,0.011,0.001,2.2,87
2015110,합천,2025-02-14,7,7.4,11.4,0.8,2.6,1.4,1.788,0.013,0.005,1,93
2002110,임하,2025-02-14,3,7.4,10.9,2.1,3.7,1.5,1.901,0.024,0.005,1.2,111
1012110,소양강,2025-02-14,7,7.2,9.7,0.8,1.7,0.6,1.755,0.008,0.002,1,65
4001110,섬진강,2025-02-14,3,8,14.6,1.7,2.8,0.2,1.554,0.004,0,0.3,117
5101110,장흥,2025-02-14,7,7.7,13.5,2.4,2.7,4.7,0.572,0.021,0.001,5.4,83
3001110,용담,2025-02-14,4,7,9.4,1,2.5,0.6,1.208,0.011,0,1,96
3008110,대청,2025-02-14,7,7.8,11.6,1,2.7,0.4,1.599,0.015,0.008,0.8,156
3303110,부안,2025-02-14,4,6.7,12.2,0.9,3.1,1,1.007,0.005,0,1.4,72
1006110,횡성,2025-02-14,3,7.7,9.4,1.7,2.1,1.3,1.924,0.019,0.007,1.8,110
2018110,남강,2025-02-14,5,6.9,11.5,1,2.6,2.6,1.356,0.019,0.004,1.9,135
3203110,보령,2025-02-14,7,7.5,11.2,1.5,2.5,2.2,2.013,0.013,0.004,1.7,122
2021110,밀양,2025-02-14,4,7,11.5,0.8,1.6,1.2,1.325,0.014,0.001,2.1,53
2015110,합천,2025-01-14,8,7.8,10.9,0.9,2.1,1.8,2.041,0.012,0.005,1.1,90
5101110,장흥,2025-01-14,7,7.2,10.8,2.6,2.8,1,0.769,0.019,0.002,1.5,78
1006110,횡성,2025-01-14,4,8.4,10.5,1.1,1.4,0.4,1.74,0.021,0.009,2.8,105
3203110,보령,2025-01-14,6,7.5,11.6,1.2,1.9,2.4,1.966,0.01,0,1.7,118
4001110,섬진강,2025-01-14,3,8.7,15.6,1.8,3,1.6,1.45,0.005,0,0.4,118
2001110,안동,2025-01-14,6,7.3,10.3,1.2,2.5,1,1.543,0.019,0.003,1.7,114
1012110,소양강,2025-01-14,8,7.2,8.6,0.8,1.8,0.8,1.752,0.009,0.001,1.2,66
2018110,남강,2025-01-14,5,8.2,18.6,1,2.8,2.4,1.542,0.019,0,1.8,106
1003110,충주,2025-01-14,6,8.2,12.5,1.3,2.3,1.1,2.448,0.045,0.006,2,223
2002110,임하,2025-01-14,5,7.3,8.6,2,3.6,1.5,2.011,0.026,0.006,3.1,115
2021110,밀양,2025-01-14,5,6.9,10.4,0.8,1.5,1.1,1.34,0.005,0,2,55
3001110,용담,2025-01-14,7,6.9,8.6,1,2.5,0.4,1.464,0.007,0,1.9,100
3303110,부안,2025-01-14,6,6.7,10.6,1.3,3.2,1.2,1.205,0.008,0,2.1,59
4007110,주암(본),2025-01-14,7,7.1,9.7,0.9,2.6,0.7,0.721,0.012,0.001,1.8,87
3008110,대청,2025-01-14,9,7.2,10.2,0.9,2.7,1.7,1.034,0.013,0.008,1,152
2002110,임하,2025-12-13,10,6.9,8.4,2,3.8,3,1.896,0.018,0.002,5.7,159
5101110,장흥,2025-12-13,10,7,11.4,1.8,2.5,1.4,0.641,0.017,0,1.6,77
3008110,대청,2025-12-13,13,7.3,8.6,0.9,2.4,1,1.418,0.018,0.013,3.3,148
2021110,밀양,2025-12-13,8,6.9,10.1,0.9,1.8,1.3,0.925,0.024,0,1.9,56
1003110,충주,2025-12-13,11,7.6,10.9,0.9,2.3,1.4,2.237,0.034,0.012,5.3,212
3203110,보령,2025-12-13,9,7.5,11,1.3,2.4,2.3,1.34,0.009,0.002,1.7,120
2015110,합천,2025-12-13,9,7.8,11.3,1.2,2.4,2.1,1.821,0.012,0.008,1.8,86
3001110,용담,2025-12-13,10,6.9,7.5,0.7,2.5,1,1.592,0.009,0,1.2,120
1012110,소양강,2025-12-13,12,7.2,8.9,0.9,2,1.2,1.917,0.012,0.012,2.4,63
4007110,주암(본),2025-12-13,19,7.9,8.9,0.8,2.6,0.5,0.711,0.013,0.001,1.4,84
3303110,부안,2025-12-13,10,6.7,7.9,1.2,3.1,1.5,1.049,0.005,0,1.2,53
4001110,섬진강,2025-12-13,3,7.1,14.2,1.9,3.1,2,1.452,0.005,0,4,106
2001110,안동,2025-12-13,9,7.1,6.2,1.6,2.5,2,1.441,0.02,0.003,2.6,125
2018110,남강,2025-12-13,10,8.1,10.9,1.1,3.2,2.6,1.189,0.018,0.005,1.9,103
1006110,횡성,2025-12-13,8,8.3,8,1.1,1.6,0.5,2.109,0.016,0.006,1.3,115
1006110,횡성,2025-11-13,16,8.3,8.6,1.5,2.1,1.2,2.101,0.014,0.007,1.7,137
4007110,주암(본),2025-11-13,18,6.7,6.1,0.9,2.8,0.8,0.795,0.015,0.002,2.4,87
3008110,대청,2025-11-13,17,7.7,6.4,1.1,3,2.3,1.35,0.011,0.003,1.8,146
2001110,안동,2025-11-13,9,7.2,6.6,1,2.7,2,1.543,0.018,0.003,4.1,190
3203110,보령,2025-11-13,16,7.5,10.8,1.1,2.4,2.2,2.022,0.01,0,3.1,119
3001110,용담,2025-11-13,16,6.5,6.9,0.7,3.1,0.6,2.064,0.005,0,1.3,130
2021110,밀양,2025-11-13,14,6.8,8.9,0.9,1.9,0.8,1.178,0.004,0.002,2.2,50
4001110,섬진강,2025-11-13,11,8.6,12.8,2,3.4,1,1.325,0.007,0,3,106
1012110,소양강,2025-11-13,16,6.8,7.1,1.1,2,2.3,2.041,0.015,0.002,5.3,60
1003110,충주,2025-11-13,14,8,10.6,1.5,2.7,1,2.482,0.024,0.011,3.2,221
3303110,부안,2025-11-13,18,6.6,8.6,1.1,3.1,2,1.08,0.004,0,0.8,57
2018110,남강,2025-11-13,17,7.8,10.8,0.8,2.8,4.6,1.231,0.026,0.007,3.4,99
2015110,합천,2025-11-13,13,8.1,10.1,1,2.2,2.5,1.725,0.018,0.007,3.7,84
2002110,임하,2025-11-13,19,7.6,9,2.4,4,2,1.843,0.022,0.001,4.7,188
5101110,장흥,2025-11-13,15,6.9,9.6,2.1,2.9,1.3,0.865,0.024,0,0.9,74
2001110,안동,2025-10-13,10,7.4,7.4,1.4,2.1,2,1.789,0.02,0.003,3.4,188
1012110,소양강,2025-10-13,18,7.3,8.1,1.4,2.1,4.8,2.11,0.017,0.009,11.1,64
2015110,합천,2025-10-13,13,8,9.2,0.6,2.5,2.7,1.488,0.041,0.014,5.5,93
3008110,대청,2025-10-13,22,7.5,5.6,1.1,2,1.2,1.823,0.028,0.002,2.1,145
4007110,주암(본),2025-10-13,22,6.4,4.8,1.2,2.8,0.8,0.989,0.021,0.003,1.9,66
3001110,용담,2025-10-13,19,6.5,4.1,0.8,2.5,0.8,1.664,0.008,0,1.3,115
2002110,임하,2025-10-13,22,7.2,8.1,2,3.7,1,1.873,0.019,0.004,1.7,162
3303110,부안,2025-10-13,23,6.2,6.9,1.3,3.6,1.3,1.102,0.004,0,0.7,56
1006110,횡성,2025-10-13,21,8.3,8.4,2,2.6,1,2.631,0.016,0.006,1.5,159
4001110,섬진강,2025-10-13,13,8.4,12.6,1.7,2.9,1,1.45,0.01,0,3.4,105
3203110,보령,2025-10-13,21,7.3,9.2,1.4,2.6,2.3,2.487,0.012,0.006,3.2,121
2018110,남강,2025-10-13,22,7.7,3.6,0.8,3,3.8,1.256,0.018,0.006,2.6,106
1003110,충주,2025-10-13,18,8.2,11.4,1.4,2.6,1.1,2.725,0.036,0.019,2.7,283
5101110,장흥,2025-10-13,20,6.6,8.1,2.2,3.7,1.6,0.647,0.022,0.001,1.3,75
2021110,밀양,2025-10-13,20,6.9,8.3,1,2.1,0.4,1.032,0.024,0.009,1.1,64
2008101,군위,2025-09-13,22,7.4,8.3,0.9,5.2,0.5,2.17,0.017,0.004,1.9,105
2001110,안동,2025-09-13,11,7.1,6.8,1.7,2.4,0.5,1.621,0.02,0.002,0.9,134
2015110,합천,2025-09-13,17,8.1,8.9,0.7,2.6,2.2,1.853,0.019,0.003,8.8,86
2021110,밀양,2025-09-13,26,6.9,7.1,0.7,1.4,0.9,1.104,0.022,0,1.1,64
5101110,장흥,2025-09-13,29,7.4,9,2.2,3.2,0.9,0.707,0.042,0,2.5,76
1006110,횡성,2025-09-13,25,8.3,8.9,1.6,2.3,0.7,2.918,0.015,0,3.9,101
1003110,충주,2025-09-13,22,7.5,9.8,1.1,2.2,3.6,2.032,0.027,0.02,4.1,212
4007110,주암(본),2025-09-13,14,6.5,3.3,1.8,3,1.2,1.423,0.028,0.004,1.1,83
3203110,보령,2025-09-13,25,7.3,8.9,1.4,1.9,2.4,2.512,0.013,0.004,3.4,113
2018110,남강,2025-09-13,25,8.3,5.8,1.1,3.6,3,0.935,0.03,0.022,1.6,91
1012110,소양강,2025-09-13,15,7.4,10.2,1.4,2.4,6.8,2.135,0.02,0.002,23,43
3303110,부안,2025-09-13,23,6.1,8.7,1.6,3.8,2.5,1.42,0.007,0,1,53
4001110,섬진강,2025-09-13,19,8.1,11,1.8,3,4,1.45,0.014,0,4,104
2002110,임하,2025-09-13,22,7,9.3,2,3.9,1,1.891,0.017,0.003,0.9,166
3001110,용담,2025-09-13,18,6.6,3.7,0.9,2.7,0.4,1.894,0.01,0,1.1,119
3008110,대청,2025-09-13,22,7.4,3.3,1.2,2.5,1.4,2.18,0.013,0.001,0.8,144
3203110,보령,2025-08-13,27,7.1,8.7,1,1.8,2.5,2.452,0.014,0.003,4.6,112
1003110,충주,2025-08-13,18,8.2,10,1.4,1.7,0.8,2.592,0.042,0.017,14.2,183
5101110,장흥,2025-08-13,26,7.6,11.3,1.9,2.8,1.2,0.901,0.032,0.002,1.6,64
3001110,용담,2025-08-13,22,6.4,6.5,1,3,0.4,1.681,0.013,0.004,2.7,94
2018110,남강,2025-08-13,28,8.2,8.4,1.6,3.4,5.8,1.856,0.039,0.022,4.2,83
2021110,밀양,2025-08-13,27,6.9,7.3,1,2.2,1.6,1.226,0.039,0.003,2.3,57
2001110,안동,2025-08-13,15,7.1,6.9,1.5,2.6,1,1.387,0.023,0,1.2,120
4001110,섬진강,2025-08-13,22,7.6,10.1,1.9,3.2,3.8,1.622,0.018,0.001,4.7,94
2008101,군위,2025-08-13,21,8.5,10.4,0.9,5.1,0.9,2.328,0.012,0.003,4,106
2015110,합천,2025-08-13,15,8,7.2,0.7,2.4,6.2,2.052,0.046,0.028,12.8,84
1006110,횡성,2025-08-13,25,8.1,8.4,2.4,3.6,8.7,2.863,0.029,0.018,17.7,143
3303110,부안,2025-08-13,24,6.7,8.1,1.4,3.4,1.5,1.221,0.004,0,1.1,63
2002110,임하,2025-08-13,25,7.1,6.1,2.3,4,1.2,1.628,0.026,0.006,4.4,176
4007110,주암(본),2025-08-13,20,7.1,3.3,1.5,3.2,1.4,1.212,0.016,0.002,0.8,65
3008110,대청,2025-08-13,22,7,4.2,1,3,2,2.241,0.022,0.001,0.9,155
1012110,소양강,2025-08-13,17,7.9,10.1,1.9,3.5,10.4,2.261,0.021,0.002,33.3,68
2021110,밀양,2025-07-13,23,6.9,8.3,1,1.7,0.5,1.411,0.006,0.003,0.5,57
1003110,충주,2025-07-13,23,7.5,8.2,1.5,2.2,0.3,2.448,0.04,0.014,3,208
2001110,안동,2025-07-13,14,7.8,7.2,1.5,3,1.5,1.417,0.021,0,0.8,112
2018110,남강,2025-07-13,27,8.4,8.6,1.3,3.6,32.4,1.983,0.042,0.015,24.6,82
3008110,대청,2025-07-13,17,7.8,7.4,1.1,3.1,2,2.047,0.015,0.003,1.4,144
4007110,주암(본),2025-07-13,8,8,7.4,1.3,3,1.8,0.731,0.017,0.003,6.2,64
4001110,섬진강,2025-07-13,19,8,9.9,1.4,2.9,1.4,1.626,0.014,0.001,3.9,96
3303110,부안,2025-07-13,22,6.6,8.8,1.4,3.5,1.3,0.921,0.005,0,1.9,63
2002110,임하,2025-07-13,21,7,7.9,2,4.1,1.5,1.661,0.019,0.002,1.9,168
3203110,보령,2025-07-13,26,7.2,8.6,1.3,2.4,3.2,1.865,0.013,0.007,3.8,107
5101110,장흥,2025-07-13,24,7.5,11.3,2,2.8,2,0.849,0.057,0.002,2.5,64
2015110,합천,2025-07-13,13,7.9,8.9,0.6,2.2,1.7,1.822,0.014,0.006,1.2,86
1012110,소양강,2025-07-13,13,7.2,8.5,1.1,2.2,0.8,2.105,0.015,0.001,0.9,80
2008101,군위,2025-07-13,19,9.2,9.8,1,5.1,3.2,2.083,0.015,0.005,5.6,101
3001110,용담,2025-07-13,20,7.3,9.7,0.8,2.7,0.6,1.579,0.016,0,1.2,92
1006110,횡성,2025-07-13,19,7.7,8.9,1,1.7,2.1,3.945,0.015,0,2.2,102
2002110,임하,2025-06-13,11,7.7,9.3,1.8,3.9,0.5,1.596,0.017,0,1.2,115
4007110,주암(본),2025-06-13,7,6.4,10.7,2,3,1.6,0.809,0.016,0.003,2.5,72
2015110,합천,2025-06-13,10,7.7,9.2,0.7,2.2,0.7,1.601,0.011,0.003,0.9,90
2008101,군위,2025-06-13,15,7.5,11.5,0.8,4.4,0.4,2.002,0.016,0.005,2.4,105
1003110,충주,2025-06-13,19,8.1,11.2,1.5,2.4,0.2,2.64,0.035,0.024,2.7,208
1006110,횡성,2025-06-13,17,7.8,9.6,1.1,1.5,2,3.575,0.008,0,3.2,97
2021110,밀양,2025-06-13,22,6.9,8.9,0.9,1.8,1.3,1.017,0.007,0,3.1,51
5101110,장흥,2025-06-13,22,7.5,9,2,2.8,2.2,0.998,0.016,0.002,3.1,75
2018110,남강,2025-06-13,21,7.9,9.4,1,2.4,3.4,1.406,0.03,0.003,2.4,92
3008110,대청,2025-06-13,13,7,9.3,1.1,3.2,1.8,2.055,0.026,0.003,1.7,130
1012110,소양강,2025-06-13,8,7.2,9.6,1.3,2.2,1,1.816,0.011,0.006,1.4,77
3203110,보령,2025-06-13,24,7.3,9,0.9,2.2,2.8,1.245,0.011,0.006,4.5,108
4001110,섬진강,2025-06-13,18,8.4,10.8,1.3,2.9,0.4,1.736,0.014,0.001,5,104
3001110,용담,2025-06-13,15,7.4,10.6,1,3.4,2.2,1.538,0.014,0.004,1.3,96
3303110,부안,2025-06-13,19,6.9,10,1.3,3.1,0.7,1.065,0.003,0,1.6,62
2001110,안동,2025-06-13,15,7.4,8.1,1.5,3.3,0.8,1.534,0.013,0,1.2,116
2018110,남강,2025-05-13,17,8.6,9.9,1,2.5,5.6,1.428,0.01,0.003,4.5,160
4007110,주암(본),2025-05-13,7,7.3,11.1,2,2.8,1,0.745,0.019,0.002,1.5,62
1012110,소양강,2025-05-13,9,7.1,12.1,1.1,2,0.8,1.858,0.008,0.001,0.7,92
2002110,임하,2025-05-13,11,7.7,9.3,1.8,3.9,0.5,1.596,0.017,0,1.2,115
3203110,보령,2025-05-13,18,7.2,9.1,1.2,2.3,2.4,2.849,0.006,0.002,2,105
4001110,섬진강,2025-05-13,14,8,11.8,1.3,2.9,0.4,1.736,0.014,0.001,5,115
2021110,밀양,2025-05-13,15,6.9,9.1,0.8,1.6,1.6,0.978,0.014,0.006,2.3,50
2008101,군위,2025-05-13,20,9,10.6,1.4,4.9,2.3,2.04,0.015,0.98,1,101
1006110,횡성,2025-05-13,12,7.6,11.7,1.2,2.2,1.5,2.885,0.01,0.004,1.8,103
5101110,장흥,2025-05-13,16,7.8,9.8,2.3,3.2,3.7,0.838,0.022,0,2.9,65
3008110,대청,2025-05-13,8,7.9,11.2,1.2,3.1,0.8,1.95,0.011,0.001,0.8,140
3303110,부안,2025-05-13,14,7,10.9,1.1,2.8,0.7,1.219,0.005,0,1.3,61
2001110,안동,2025-05-13,10,7.9,9.6,1.5,3.2,0.5,1.535,0.092,0,1.1,113
3001110,용담,2025-05-13,13,7.3,10.5,0.7,2.7,0.8,1.481,0.008,0,2.1,90
1003110,충주,2025-05-13,11,7.8,10.4,1.4,1.9,0.4,2.448,0.031,0.011,2.8,206
2015110,합천,2025-05-13,8,7.6,11.5,0.5,2.2,1.4,2.506,0.014,0.003,2.2,88
2002110,임하,2025-04-13,8,7.6,10.1,1.7,4,1,1.597,0.018,0.001,1.5,110
3008110,대청,2025-04-13,6,7.8,11.9,1.1,2.8,1.2,1.117,0.013,0.002,0.8,138
2021110,밀양,2025-04-13,12,6.9,10.1,0.7,1.6,0.8,0.989,0.012,0.005,1.2,53
2018110,남강,2025-04-13,13,7,11.6,0.8,2.2,2,1.651,0.011,0.007,1.7,84
1006110,횡성,2025-04-13,8,7.5,12.6,1.5,2.1,1.5,2.542,0.015,0.002,0.5,103
1003110,충주,2025-04-13,7,8,12.2,1.6,2.4,0.6,2.016,0.035,0.014,2.6,206
4007110,주암(본),2025-04-13,6,7.5,12.5,0.8,2.4,1.4,0.723,0.017,0.003,3.1,59
5101110,장흥,2025-04-13,11,7.9,8.6,1.8,2.7,1.6,1.023,0.016,0,2.3,64
3303110,부안,2025-04-13,9,6.7,11.8,0.8,2.9,1,1.235,0.006,0,1.6,61
4001110,섬진강,2025-04-13,9,7.6,13.8,1.2,2.9,1.2,1.532,0.008,0.001,1.2,97
3203110,보령,2025-04-13,9,7.3,9,1.3,1.4,2.8,1.898,0.016,0.007,2.7,112
1012110,소양강,2025-04-13,8,7.7,11.5,1.1,2.2,0.7,1.785,0.008,0.002,0.8,78
2001110,안동,2025-04-13,9,7.5,11.1,1.1,2.6,0.5,1.493,0.016,0,1.1,108
2008101,군위,2025-04-13,9,8.4,14,1.3,4.7,3.9,2.093,0.012,0.004,2.1,101
3001110,용담,2025-04-13,7,7.2,12.1,0.7,2.6,0.8,1.397,0.012,0,1.7,95
2015110,합천,2025-04-13,6,7.6,12.5,0.7,2.5,3.4,2.572,0.03,0.017,2,85
3001110,용담,2025-03-13,5,7.1,11.6,0.9,2.8,0.4,1.613,0.022,0.006,2.5,92
2018110,남강,2025-03-13,11,6.6,13.6,0.9,2.6,3.8,2.554,0.026,0.004,4.6,123
2008101,군위,2025-03-13,4,7.6,15.1,1.5,4.6,1.4,1.934,0.015,0.001,2.2,102
2001110,안동,2025-03-13,7,6.8,10,1.2,2.7,1,1.529,0.013,0,1.6,100
2021110,밀양,2025-03-13,7,6.9,10.8,0.9,1.8,1.2,1.164,0.007,0.004,1.9,58
1006110,횡성,2025-03-13,6,7.2,10.4,1.9,2,1.6,3.224,0.02,0.005,1.2,91
2015110,합천,2025-03-13,6,7.4,12,1,2.7,2.2,2.112,0.024,0.006,3.2,83
2002110,임하,2025-03-13,8,6.9,11.5,1.9,4.2,1,1.563,0.018,0,2.8,101
4007110,주암(본),2025-03-13,5,7.4,12.3,1.1,2.4,0.8,0.812,0.014,0.001,3.8,59
3303110,부안,2025-03-13,7,6.3,12,0.9,3,1.1,1.286,0.008,0,1.3,65
5101110,장흥,2025-03-13,6,7.6,10.8,1.9,2.6,0.7,0.889,0.018,0,2.8,86
3008110,대청,2025-03-13,5,8.7,12.3,1.1,2.9,1.3,1.448,0.016,0.003,1,136
3203110,보령,2025-03-13,3,7.3,9.8,1.1,2.5,2.6,2.215,0.016,0.006,2.8,107
1003110,충주,2025-03-13,9,8.3,13.6,1.4,1.7,0.4,2.112,0.035,0.008,2.8,181
1012110,소양강,2025-03-13,4,7.4,11.1,1,2.1,0.5,1.815,0.006,0.001,0.7,68
4001110,섬진강,2025-03-13,4,7.1,14.2,1.2,3.1,1.3,1.569,0.013,0.001,1.2,95
3203110,보령,2025-02-13,3,7.3,10.9,1,2.3,2.3,1.678,0.014,0.006,2.5,108
3303110,부안,2025-02-13,6,6.5,12.1,0.8,3.1,1.1,0.929,0.004,0,1.6,63
2002110,임하,2025-02-13,7,7.5,10,1.5,3.7,1,1.491,0.02,0,2.1,116
1012110,소양강,2025-02-13,5,7,11.5,1,1.9,1.1,1.774,0.005,0.001,1,53
4001110,섬진강,2025-02-13,4,7.2,13.1,1.1,2.8,1.3,1.625,0.009,0.001,2.4,94
3001110,용담,2025-02-13,5,6.9,10.1,0.7,2.8,0.4,1.933,0.008,0,4,90
2015110,합천,2025-02-13,6,7.2,11.2,0.6,2.9,1.9,1.599,0.042,0.018,3,83
1006110,횡성,2025-02-13,2,7,12.5,0.9,1.3,0.9,3.045,0.01,0.004,1.1,92
1003110,충주,2025-02-13,5,8.1,11.2,1.4,2.1,0.2,2.112,0.023,0.005,2.7,224
2021110,밀양,2025-02-13,5,6.8,10.9,0.9,1.7,1.1,1.295,0.003,0.001,1.9,58
5101110,장흥,2025-02-13,7,7.5,10.8,1.7,2.9,3.1,1.152,0.024,0.001,3.6,70
2001110,안동,2025-02-13,7,7.1,9.7,1,2.7,1,1.506,0.014,0,1.5,116
4007110,주암(본),2025-02-13,5,7.2,11.5,1.3,2.2,0.6,0.798,0.012,0.002,3.6,59
2018110,남강,2025-02-13,4,7.1,14.7,1.3,2.8,4.8,1.992,0.026,0,5.4,117
3008110,대청,2025-02-13,5,8,12,1.1,3.2,1.4,1.28,0.014,0.003,1,122
2008101,군위,2025-02-13,4,7.1,12.5,1.8,5,1.9,1.915,0.035,0.003,2.2,102
4007110,주암(본),2025-01-13,6,6.6,9.7,1.1,2.6,0.9,0.812,0.013,0.001,4.2,71
3008110,대청,2025-01-13,6,8.2,11.6,0.9,2.2,0.8,1.492,0.013,0.005,1.5,128
2008101,군위,2025-01-13,3,7.3,14.3,1.6,5.4,1.7,1.723,0.017,0.005,1.5,111
2002110,임하,2025-01-13,8,7.2,8.9,1.2,4,1.5,1.529,0.02,0,3.4,106
3001110,용담,2025-01-13,6,6.8,8.7,0.8,2.7,0.8,1.606,0.01,0.006,2.6,90
2021110,밀양,2025-01-13,3,6.8,11.4,0.7,1.3,1.3,0.948,0.016,0.004,1.9,73
1003110,충주,2025-01-13,4,8,14.7,1.5,5.6,0.8,2.016,0.024,0.011,4.2,66
1012110,소양강,2025-01-13,5,7.7,10.6,1,1.8,0.5,1.761,0.006,0.001,0.8,39
2018110,남강,2025-01-13,3,7.6,13.4,1.1,2.4,3.2,1.719,0.025,0,3.9,128
4001110,섬진강,2025-01-13,5,7,10.2,1.4,3,1.8,1.513,0.011,0.004,3.3,94
3203110,보령,2025-01-13,3,7.3,9.9,0.9,2.2,2.4,1.725,0.014,0.005,2.6,108
2015110,합천,2025-01-13,7,7.1,9.8,1.2,2.8,1.2,1.525,0.016,0.01,3.2,80
3303110,부안,2025-01-13,7,6.5,10.4,0.7,3.1,1.4,0.853,0.007,0,1.4,59
1006110,횡성,2025-01-13,1,7,13.2,0.8,1.5,1,3.012,0.014,0.005,1,88
2001110,안동,2025-01-13,9,7.3,8.9,0.9,2.8,1,1.517,0.013,0,2.8,110
5101110,장흥,2025-01-13,7,7.2,9.9,1.2,2.6,2.2,0.685,0.025,0.001,1.3,67
1006110,횡성,2020-12-12,8,7.2,8.2,1.4,2,0.4,3.385,0.008,0.003,1.8,100
3203110,보령,2020-12-12,8,7.4,9.2,0.9,2.4,2.5,1.723,0.015,0.005,2.8,107
2001110,안동,2020-12-12,11,7.5,6.8,1.3,2.8,1,1.481,0.011,0.002,1.4,117
